estmethod,imv_full,imv_mean,imv_sd,attribute,modeltype,rep
MAP,0.17155351338310457,0.12624496895175039,0.013839826293891768,independent,GDINA,67
mp,0.18242759999076394,0.17554559308664325,0.008754538687572672,independent,GDINA,67
MAP,0.17924333401901127,0.14721424356482524,0.0228070242409405,independent,GDINA,68
mp,0.18908805867032297,0.1954487682354589,0.00964964359132797,independent,GDINA,68
MAP,0.14861439684981073,0.08604405086396191,0.019059670097538842,independent,GDINA,69
mp,0.16026205821475847,0.1490080446580184,0.018649000747902825,independent,GDINA,69
MAP,0.1662527876341458,0.08519632607712833,0.031303646290025244,independent,GDINA,70
mp,0.17700834074242983,0.16163472747467705,0.014711659792597675,independent,GDINA,70
MAP,0.17763755760732425,0.11023090780393881,0.027672066520264847,independent,GDINA,71
mp,0.18708405775782525,0.181500338895414,0.014062846625558883,independent,GDINA,71
MAP,0.15155634112848196,0.07533402746128372,0.023899657475798048,independent,GDINA,72
mp,0.1642612197306404,0.13845686239827648,0.01550314336386552,independent,GDINA,72
